place_id,place_name,status,image_url,license_short,license_url,artist,credit,attribution_required,source_file_page,title
13,Abronah,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Mitzpe_Abronah_%28997008136529705171%29.jpg/1200px-Mitzpe_Abronah_%28997008136529705171%29.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Benno Rothenberg,This image is available from National Library of Israel under the digital ID: 997008136529705171,True,https://commons.wikimedia.org/wiki/File:Mitzpe_Abronah_(997008136529705171).jpg,File:Mitzpe Abronah (997008136529705171).jpg
130,Azmon,ok,https://upload.wikimedia.org/wikipedia/commons/5/5c/Falls_SkBEasternDesertDet.jpeg,Public domain,,C. Falls and G. MacMunn,Official History of the Great War Based on Official Documents by Direction of the Historical Section of the Committee of Imperial Defence Volume 1 Military Operations Egypt &amp; Palestine from the outbreak of war with Germany to June 1917,False,https://commons.wikimedia.org/wiki/File:Falls_SkBEasternDesertDet.jpeg,File:Falls SkBEasternDesertDet.jpeg
131,Aznoth-tabor,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/California_Digital_Library_%28IA_wyldsscriptureat00wyldrich%29.pdf/page1-1200px-California_Digital_Library_%28IA_wyldsscriptureat00wyldrich%29.pdf.jpg,Public domain,,"Wyld, James, 1790-1836","Internet Archive identifier: wyldsscriptureat00wyldrich
https://archive.org/download/wyldsscriptureat00wyldrich/wyldsscriptureat00wyldrich.pdf",False,https://commons.wikimedia.org/wiki/File:California_Digital_Library_(IA_wyldsscriptureat00wyldrich).pdf,File:California Digital Library (IA wyldsscriptureat00wyldrich).pdf
132,Azotus,ok,https://upload.wikimedia.org/wikipedia/commons/8/83/Azotus_Paraliyus_on_Madaba_Map_-_ASHDOD_AD_542.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Mr.Shoval,Own work,True,https://commons.wikimedia.org/wiki/File:Azotus_Paraliyus_on_Madaba_Map_-_ASHDOD_AD_542.jpg,File:Azotus Paraliyus on Madaba Map - ASHDOD AD 542.jpg
133,Baal,ok,https://upload.wikimedia.org/wikipedia/commons/e/e2/Elijah_slays_the_prophets_of_Baal.jpg,Public domain,,Unknown authorUnknown author,The story of the Bible from Genesis to Revelation,False,https://commons.wikimedia.org/wiki/File:Elijah_slays_the_prophets_of_Baal.jpg,File:Elijah slays the prophets of Baal.jpg
134,Baalah,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Amai_Cilako.pdf/page1-1200px-Amai_Cilako.pdf.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Penerjemah: Krisnawati,West Sumatra Language Center,True,https://commons.wikimedia.org/wiki/File:Amai_Cilako.pdf,File:Amai Cilako.pdf
135,Baalah,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Amai_Cilako.pdf/page1-1200px-Amai_Cilako.pdf.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Penerjemah: Krisnawati,West Sumatra Language Center,True,https://commons.wikimedia.org/wiki/File:Amai_Cilako.pdf,File:Amai Cilako.pdf
136,Baalath,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Biblical_researches_in_Palestine%2C_and_in_the_adjacent_regions_-_a_journal_of_travels_in_the_year_1838_%28IA_cu31924086199555%29.pdf/page1-1200px-Biblical_researches_in_Palestine%2C_and_in_the_adjacent_regions_-_a_journal_of_travels_in_the_year_1838_%28IA_cu31924086199555%29.pdf.jpg,Public domain,,"Robinson, Edward, 1794-1863
Smith, Eli, 1801-1857","Internet Archive identifier: cu31924086199555
https://archive.org/download/cu31924086199555/cu31924086199555.pdf",False,"https://commons.wikimedia.org/wiki/File:Biblical_researches_in_Palestine,_and_in_the_adjacent_regions_-_a_journal_of_travels_in_the_year_1838_(IA_cu31924086199555).pdf","File:Biblical researches in Palestine, and in the adjacent regions - a journal of travels in the year 1838 (IA cu31924086199555).pdf"
137,Baalath,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Biblical_researches_in_Palestine%2C_and_in_the_adjacent_regions_-_a_journal_of_travels_in_the_year_1838_%28IA_cu31924086199555%29.pdf/page1-1200px-Biblical_researches_in_Palestine%2C_and_in_the_adjacent_regions_-_a_journal_of_travels_in_the_year_1838_%28IA_cu31924086199555%29.pdf.jpg,Public domain,,"Robinson, Edward, 1794-1863
Smith, Eli, 1801-1857","Internet Archive identifier: cu31924086199555
https://archive.org/download/cu31924086199555/cu31924086199555.pdf",False,"https://commons.wikimedia.org/wiki/File:Biblical_researches_in_Palestine,_and_in_the_adjacent_regions_-_a_journal_of_travels_in_the_year_1838_(IA_cu31924086199555).pdf","File:Biblical researches in Palestine, and in the adjacent regions - a journal of travels in the year 1838 (IA cu31924086199555).pdf"
138,Baalath-beer,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/California_Digital_Library_%28IA_wyldsscriptureat00wyldrich%29.pdf/page1-1200px-California_Digital_Library_%28IA_wyldsscriptureat00wyldrich%29.pdf.jpg,Public domain,,"Wyld, James, 1790-1836","Internet Archive identifier: wyldsscriptureat00wyldrich
https://archive.org/download/wyldsscriptureat00wyldrich/wyldsscriptureat00wyldrich.pdf",False,https://commons.wikimedia.org/wiki/File:California_Digital_Library_(IA_wyldsscriptureat00wyldrich).pdf,File:California Digital Library (IA wyldsscriptureat00wyldrich).pdf
139,Baale-judah,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/A_Dictionary_of_the_Bible_Volume_3.pdf/page1-1200px-A_Dictionary_of_the_Bible_Volume_3.pdf.jpg,Public domain,,"James Hastings, et. al.",archive.org,False,https://commons.wikimedia.org/wiki/File:A_Dictionary_of_the_Bible_Volume_3.pdf,File:A Dictionary of the Bible Volume 3.pdf
14,Accad,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/%22Amor_Vendicato_Cantata_a_quattro_Voci_Musica_Del_Sig.r_D._Giovanni_Paisiello._Rappresentata_nella_Nobile_Accad%C2%B0_de_Cavalieri._Nap._30._Giugno_1786%22_-_btv1b10070448k_%28022_of_473%29.jpg/1200px-thumbnail.jpg,Public domain,,"Paisiello, Giovanni (1740-1816). Compositeur",Bibliothèque nationale de France,False,"https://commons.wikimedia.org/wiki/File:""Amor_Vendicato_Cantata_a_quattro_Voci_Musica_Del_Sig.r_D._Giovanni_Paisiello._Rappresentata_nella_Nobile_Accad°_de_Cavalieri._Nap._30._Giugno_1786""_-_btv1b10070448k_(022_of_473).jpg","File:""Amor Vendicato Cantata a quattro Voci Musica Del Sig.r D. Giovanni Paisiello. Rappresentata nella Nobile Accad° de Cavalieri. Nap. 30. Giugno 1786"" - btv1b10070448k (022 of 473).jpg"
140,Baal-gad,ok,https://upload.wikimedia.org/wikipedia/commons/9/99/Baal-gad_par_Yakov_ben_Abraham_Zaddik_%28Jacob_Justo%29_%3B_Abraham_Goos_-_btv1b7200261r_%285_of_9%29_%28cropped%29.jpg,Public domain,,"Zaddiq, Jacob ben Abraham (Justo). Cartographe

Goos, Abraham (1590?-1643). Graveur",Bibliothèque nationale de France,False,https://commons.wikimedia.org/wiki/File:Baal-gad_par_Yakov_ben_Abraham_Zaddik_(Jacob_Justo)_;_Abraham_Goos_-_btv1b7200261r_(5_of_9)_(cropped).jpg,File:Baal-gad par Yakov ben Abraham Zaddik (Jacob Justo) ; Abraham Goos - btv1b7200261r (5 of 9) (cropped).jpg
141,Baal-hamon,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Baal_Hamon_Bardo.JPG/1200px-Baal_Hamon_Bardo.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Elcèd77,own product,True,https://commons.wikimedia.org/wiki/File:Baal_Hamon_Bardo.JPG,File:Baal Hamon Bardo.JPG
142,Baal-hazor,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Baal-Hazor_IMG_1898.JPG/1200px-Baal-Hazor_IMG_1898.JPG,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Deror_avi,Own work,True,https://commons.wikimedia.org/wiki/File:Baal-Hazor_IMG_1898.JPG,File:Baal-Hazor IMG 1898.JPG
143,Baal-hermon,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Encyclop%C3%A9die%2C_ou%2C_Dictionnaire_raisonn%C3%A9_des_sciences%2C_des_arts_et_des_m%C3%A9tiers_%28IA_EncyclopeYdieouIIDide%29.pdf/page1-1200px-Encyclop%C3%A9die%2C_ou%2C_Dictionnaire_raisonn%C3%A9_des_sciences%2C_des_arts_et_des_m%C3%A9tiers_%28IA_EncyclopeYdieouIIDide%29.pdf.jpg,Public domain,,"Diderot, Denis, 1713-1784
Alembert, Jean Le Rond d', 1717-1783
Papillon, Jean-Michel, 1698-1776, wood-engraver
Mouchon, Pierre, 1733-1797","https://archive.org/details/EncyclopeYdieouIIDide
https://archive.org/download/EncyclopeYdieouIIDide/EncyclopeYdieouIIDide.pdf",False,"https://commons.wikimedia.org/wiki/File:Encyclopédie,_ou,_Dictionnaire_raisonné_des_sciences,_des_arts_et_des_métiers_(IA_EncyclopeYdieouIIDide).pdf","File:Encyclopédie, ou, Dictionnaire raisonné des sciences, des arts et des métiers (IA EncyclopeYdieouIIDide).pdf"
144,Baal-meon,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/East_of_the_Jordan_and_Dead_Sea._Ma%27in_%28Beth-Baal_Meon%29_LOC_matpc.01691.jpg/1200px-East_of_the_Jordan_and_Dead_Sea._Ma%27in_%28Beth-Baal_Meon%29_LOC_matpc.01691.jpg,Public domain,,Matson Collection,"Library of Congress

Catalog: https://www.loc.gov/pictures/collection/matpc/item/mpc2004001780/PP
Original url: http://hdl.loc.gov/loc.pnp/matpc.01691",False,https://commons.wikimedia.org/wiki/File:East_of_the_Jordan_and_Dead_Sea._Ma'in_(Beth-Baal_Meon)_LOC_matpc.01691.jpg,File:East of the Jordan and Dead Sea. Ma'in (Beth-Baal Meon) LOC matpc.01691.jpg
145,Baal-peor,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/The_Phillip_Medhurst_Picture_Torah_585._Idolatry_with_Baal-peor._Numbers_cap_25_vv_1-8._Kraussen.jpg/1200px-The_Phillip_Medhurst_Picture_Torah_585._Idolatry_with_Baal-peor._Numbers_cap_25_vv_1-8._Kraussen.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Philip  De Vere,"https://www.flickr.com/groups/the_phillip_medhurst_collection_of_bible_prints/pool/phillip_medhurst_bible_pictures, Philip De Vere is owner and curator of the prints in the User:Phillip Medhurst Collection of Bible illustrations.  Medhurst's purchase and collation of prints illustrating the Bible (""The Phillip Medhurst Collection""), now housed at Belgrave Hall Leicester, was made possible by (and was within the terms of) the Kevin Victor Freestone Bequest. See https://www.flickr.com/groups/the_phillip_medhurst_collection_of_bible_prints and https://www.flickr.com/groups/phillip_medhurst_bible",True,https://commons.wikimedia.org/wiki/File:The_Phillip_Medhurst_Picture_Torah_585._Idolatry_with_Baal-peor._Numbers_cap_25_vv_1-8._Kraussen.jpg,File:The Phillip Medhurst Picture Torah 585. Idolatry with Baal-peor. Numbers cap 25 vv 1-8. Kraussen.jpg
146,Baal-perazim,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Biblical_commentary_on_the_prophecies_of_Isaiah_%28IA_cu31924063722031%29.pdf/page1-1200px-Biblical_commentary_on_the_prophecies_of_Isaiah_%28IA_cu31924063722031%29.pdf.jpg,Public domain,,"Delitzsch, Franz, 1813-1890
Driver, S. R. (Samuel Rolles), 1846-1914","Internet Archive identifier: cu31924063722031
https://archive.org/download/cu31924063722031/cu31924063722031.pdf",False,https://commons.wikimedia.org/wiki/File:Biblical_commentary_on_the_prophecies_of_Isaiah_(IA_cu31924063722031).pdf,File:Biblical commentary on the prophecies of Isaiah (IA cu31924063722031).pdf
147,Baal-shalishah,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/THE_OLD_TESTAMENT_STUDENT_1889-03-_Vol_8_Iss_7_%28IA_sim_biblical-world_1889-03_8_7%29.pdf/page1-1200px-THE_OLD_TESTAMENT_STUDENT_1889-03-_Vol_8_Iss_7_%28IA_sim_biblical-world_1889-03_8_7%29.pdf.jpg,Public domain,,,"Internet Archive identifier: sim_biblical-world_1889-03_8_7
https://archive.org/download/sim_biblical-world_1889-03_8_7/sim_biblical-world_1889-03_8_7.pdf
IA contributor: Internet Archive
IA digitizing sponsor: Kahle/Austin Foundation",False,https://commons.wikimedia.org/wiki/File:THE_OLD_TESTAMENT_STUDENT_1889-03-_Vol_8_Iss_7_(IA_sim_biblical-world_1889-03_8_7).pdf,File:THE OLD TESTAMENT STUDENT 1889-03- Vol 8 Iss 7 (IA sim biblical-world 1889-03 8 7).pdf
148,Baal-tamar,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Antiquities_of_the_Jews%2C_carefully_compiled_from_Authentic_Sources%2C_and_their_Customs_Illustrated_from_Modern_Travels_%28Vol.II%29_%28IA_dli.granth.36959%29.pdf/page1-1200px-Antiquities_of_the_Jews%2C_carefully_compiled_from_Authentic_Sources%2C_and_their_Customs_Illustrated_from_Modern_Travels_%28Vol.II%29_%28IA_dli.granth.36959%29.pdf.jpg,Public domain,,"William Brown,D.D","Internet Archive identifier: dli.granth.36959
https://archive.org/download/dli.granth.36959/36959.pdf",False,"https://commons.wikimedia.org/wiki/File:Antiquities_of_the_Jews,_carefully_compiled_from_Authentic_Sources,_and_their_Customs_Illustrated_from_Modern_Travels_(Vol.II)_(IA_dli.granth.36959).pdf","File:Antiquities of the Jews, carefully compiled from Authentic Sources, and their Customs Illustrated from Modern Travels (Vol.II) (IA dli.granth.36959).pdf"
149,Baal-zephon,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/To_Sinai_via_the_desert._Scene_at_Suez%2C_Beth-Baal-Zephon_LOC_matpc.22028.jpg/1200px-To_Sinai_via_the_desert._Scene_at_Suez%2C_Beth-Baal-Zephon_LOC_matpc.22028.jpg,Public domain,,Matson Collection,"Library of Congress

Catalog: https://www.loc.gov/pictures/collection/matpc/item/mpc2010007621/PP
Original url: https://hdl.loc.gov/loc.pnp/matpc.22028",False,"https://commons.wikimedia.org/wiki/File:To_Sinai_via_the_desert._Scene_at_Suez,_Beth-Baal-Zephon_LOC_matpc.22028.jpg","File:To Sinai via the desert. Scene at Suez, Beth-Baal-Zephon LOC matpc.22028.jpg"
15,Acco,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/1973_International_ACCO_Truck_%2817118606432%29.jpg/1200px-1973_International_ACCO_Truck_%2817118606432%29.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Jeremy from Sydney, Australia",International ACCO Truck,True,https://commons.wikimedia.org/wiki/File:1973_International_ACCO_Truck_(17118606432).jpg,File:1973 International ACCO Truck (17118606432).jpg
150,Babel,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/%28Toulouse%29_Mus%C3%A9e_des_abattoirs_-_La_Bouillabaisse_de_formes_dans_la_tour_de_babel_1946_-_Antonin_Artaud.jpg/1200px-%28Toulouse%29_Mus%C3%A9e_des_abattoirs_-_La_Bouillabaisse_de_formes_dans_la_tour_de_babel_1946_-_Antonin_Artaud.jpg,Public domain,,Didier Descouens,Own work,False,https://commons.wikimedia.org/wiki/File:(Toulouse)_Musée_des_abattoirs_-_La_Bouillabaisse_de_formes_dans_la_tour_de_babel_1946_-_Antonin_Artaud.jpg,File:(Toulouse) Musée des abattoirs - La Bouillabaisse de formes dans la tour de babel 1946 - Antonin Artaud.jpg
151,Babylon,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Babylon_Complex_-_Den_Haag_Centraal_Station--10.jpg/1200px-Babylon_Complex_-_Den_Haag_Centraal_Station--10.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Hubertl,Own work,True,https://commons.wikimedia.org/wiki/File:Babylon_Complex_-_Den_Haag_Centraal_Station--10.jpg,File:Babylon Complex - Den Haag Centraal Station--10.jpg
152,Babylonia,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Babylonia_areolata_01.JPG/1200px-Babylonia_areolata_01.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,H. Zell,Own work,True,https://commons.wikimedia.org/wiki/File:Babylonia_areolata_01.JPG,File:Babylonia areolata 01.JPG
153,Baharum,ok,https://upload.wikimedia.org/wikipedia/commons/c/c6/Dato%27_Sri_Johari_Baharum.jpg,Public domain,,United States Embassy  Kuala Lumpur,https://www.flickr.com/photos/usembassykl/22176046694/,False,https://commons.wikimedia.org/wiki/File:Dato'_Sri_Johari_Baharum.jpg,File:Dato' Sri Johari Baharum.jpg
154,Bahurim,ok,https://upload.wikimedia.org/wikipedia/commons/4/4c/Bahurim.jpg,Public domain,,,,False,https://commons.wikimedia.org/wiki/File:Bahurim.jpg,File:Bahurim.jpg
155,Balah,ok,https://upload.wikimedia.org/wikipedia/commons/4/40/Deir_el_Balah_1945.jpg,Public domain,,Unknown authorUnknown author,Mandate era map,False,https://commons.wikimedia.org/wiki/File:Deir_el_Balah_1945.jpg,File:Deir el Balah 1945.jpg
156,Bamah,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Bamah.jpg/1200px-Bamah.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Nico9711,Own work,True,https://commons.wikimedia.org/wiki/File:Bamah.jpg,File:Bamah.jpg
157,Bamoth,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/A_text-book_of_North-Semitic_inscriptions_-_Moabite%2C_Hebrew%2C_Phoenician%2C_Aramaic%2C_Nabataean%2C_Palmyrene%2C_Jewish_%28IA_textbookofnorths00cook%29.pdf/page1-1200px-A_text-book_of_North-Semitic_inscriptions_-_Moabite%2C_Hebrew%2C_Phoenician%2C_Aramaic%2C_Nabataean%2C_Palmyrene%2C_Jewish_%28IA_textbookofnorths00cook%29.pdf.jpg,Public domain,,"Cooke, G. A. (George Albert), 1865-1939","Internet Archive identifier: textbookofnorths00cook
https://archive.org/download/textbookofnorths00cook/textbookofnorths00cook.pdf",False,"https://commons.wikimedia.org/wiki/File:A_text-book_of_North-Semitic_inscriptions_-_Moabite,_Hebrew,_Phoenician,_Aramaic,_Nabataean,_Palmyrene,_Jewish_(IA_textbookofnorths00cook).pdf","File:A text-book of North-Semitic inscriptions - Moabite, Hebrew, Phoenician, Aramaic, Nabataean, Palmyrene, Jewish (IA textbookofnorths00cook).pdf"
158,Bamoth-baal,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Balaam%3B_an_exposition_and_a_study_%28IA_balaamexposition00coxs%29.pdf/page1-1200px-Balaam%3B_an_exposition_and_a_study_%28IA_balaamexposition00coxs%29.pdf.jpg,Public domain,,"Cox, Samuel, 1826-1893","Internet Archive identifier: balaamexposition00coxs
https://archive.org/download/balaamexposition00coxs/balaamexposition00coxs.pdf",False,https://commons.wikimedia.org/wiki/File:Balaam;_an_exposition_and_a_study_(IA_balaamexposition00coxs).pdf,File:Balaam; an exposition and a study (IA balaamexposition00coxs).pdf
159,Bashan,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Sagi_bashan_04.jpg/1200px-Sagi_bashan_04.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Sbp1964,Own work,True,https://commons.wikimedia.org/wiki/File:Sagi_bashan_04.jpg,File:Sagi bashan 04.jpg
16,Achaia,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Athanasiou_Diakou%2C_Ditiki_Achaia_252_00%2C_Greece_-_panoramio.jpg/1200px-Athanasiou_Diakou%2C_Ditiki_Achaia_252_00%2C_Greece_-_panoramio.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Andreas Alexandris,https://web.archive.org/web/20161024144123/http://www.panoramio.com/photo/78331404,True,"https://commons.wikimedia.org/wiki/File:Athanasiou_Diakou,_Ditiki_Achaia_252_00,_Greece_-_panoramio.jpg","File:Athanasiou Diakou, Ditiki Achaia 252 00, Greece - panoramio.jpg"
160,Bath-rabbim,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Facial_Chronicle_-_b.02%2C_p.138_-_Jewish_army_after_Heshbon.jpg/1200px-Facial_Chronicle_-_b.02%2C_p.138_-_Jewish_army_after_Heshbon.jpg,Public domain,,"Anonymous Russian manuscript illuminators, 1560-1570s Facial Chronicle (Illustrated Chronicle of Ivan the Terrible) (in 10 volumes: pdf, pdf with translation)Public domain image",https://runivers.ru/upload/iblock/773/Licevoy%20svod.%20Bibl%20ist.%202.pdf,False,"https://commons.wikimedia.org/wiki/File:Facial_Chronicle_-_b.02,_p.138_-_Jewish_army_after_Heshbon.jpg","File:Facial Chronicle - b.02, p.138 - Jewish army after Heshbon.jpg"
161,Bealoth,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Handbook_of_Bible_geography_%28IA_handbookofbibleg00whit%29.pdf/page1-1200px-Handbook_of_Bible_geography_%28IA_handbookofbibleg00whit%29.pdf.jpg,Public domain,,"Whitney, George Henry. [from old catalog]","Internet Archive identifier: handbookofbibleg00whit
https://archive.org/download/handbookofbibleg00whit/handbookofbibleg00whit.pdf",False,https://commons.wikimedia.org/wiki/File:Handbook_of_Bible_geography_(IA_handbookofbibleg00whit).pdf,File:Handbook of Bible geography (IA handbookofbibleg00whit).pdf
162,Bealoth,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Handbook_of_Bible_geography_%28IA_handbookofbibleg00whit%29.pdf/page1-1200px-Handbook_of_Bible_geography_%28IA_handbookofbibleg00whit%29.pdf.jpg,Public domain,,"Whitney, George Henry. [from old catalog]","Internet Archive identifier: handbookofbibleg00whit
https://archive.org/download/handbookofbibleg00whit/handbookofbibleg00whit.pdf",False,https://commons.wikimedia.org/wiki/File:Handbook_of_Bible_geography_(IA_handbookofbibleg00whit).pdf,File:Handbook of Bible geography (IA handbookofbibleg00whit).pdf
163,Beautiful,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/A_Beautiful_Rangoli.jpg/1200px-A_Beautiful_Rangoli.jpg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,SreeramKalyan,Own work (Captured on Xiaomi Mi Max),False,https://commons.wikimedia.org/wiki/File:A_Beautiful_Rangoli.jpg,File:A Beautiful Rangoli.jpg
164,Beer,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Beer_Mythos_Chania.jpg/1200px-Beer_Mythos_Chania.jpg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Jebulon,Own work,False,https://commons.wikimedia.org/wiki/File:Beer_Mythos_Chania.jpg,File:Beer Mythos Chania.jpg
165,Beer,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Beer_Mythos_Chania.jpg/1200px-Beer_Mythos_Chania.jpg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Jebulon,Own work,False,https://commons.wikimedia.org/wiki/File:Beer_Mythos_Chania.jpg,File:Beer Mythos Chania.jpg
166,Beer-elim,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Benisch-Bible-C-1856.djvu/page1-1200px-Benisch-Bible-C-1856.djvu.jpg,Public domain,,A. Benisch,https://archive.org/details/jewishschoolfami03beni,False,https://commons.wikimedia.org/wiki/File:Benisch-Bible-C-1856.djvu,File:Benisch-Bible-C-1856.djvu
167,Beer-lahai-roi,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Hebrew-English_vocabulary_to_the_Book_of_Genesis_%28IA_hebrewenglishvoc00kels%29.pdf/page1-1200px-Hebrew-English_vocabulary_to_the_Book_of_Genesis_%28IA_hebrewenglishvoc00kels%29.pdf.jpg,Public domain,,"Kelso, James A. (James Anderson), 1873-1951
Culley, David E. (David Ernest), b. 1877, joint author","Internet Archive identifier: hebrewenglishvoc00kels
https://archive.org/download/hebrewenglishvoc00kels/hebrewenglishvoc00kels.pdf",False,https://commons.wikimedia.org/wiki/File:Hebrew-English_vocabulary_to_the_Book_of_Genesis_(IA_hebrewenglishvoc00kels).pdf,File:Hebrew-English vocabulary to the Book of Genesis (IA hebrewenglishvoc00kels).pdf
168,Beeroth,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/A_halt_for_the_night_in_the_khan_of_el_B%C3%AEreh%2C_the_ancient_Beeroth._The_village_owes_its_ancient_and_modern_names%2C_which_signify_%22cistern%2C%22_to_the_abundant_supply_of_water_in_its_%28NYPL_b10607452-80394%29.tiff/lossy-page1-1200px-thumbnail.tiff.jpg,Public domain,,Scan by NYPL,https://digitalcollections.nypl.org/items/510d47d9-5e24-a3d9-e040-e00a18064a99,False,"https://commons.wikimedia.org/wiki/File:A_halt_for_the_night_in_the_khan_of_el_Bîreh,_the_ancient_Beeroth._The_village_owes_its_ancient_and_modern_names,_which_signify_""cistern,""_to_the_abundant_supply_of_water_in_its_(NYPL_b10607452-80394).tiff","File:A halt for the night in the khan of el Bîreh, the ancient Beeroth. The village owes its ancient and modern names, which signify ""cistern,"" to the abundant supply of water in its (NYPL b10607452-80394).tiff"
169,Beeroth Bene-jaakan,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/The_Tabernacle%3B_its_history_and_structure_%28IA_cu31924028590366%29.pdf/page1-1200px-The_Tabernacle%3B_its_history_and_structure_%28IA_cu31924028590366%29.pdf.jpg,Public domain,,"Caldecott, W. Shaw (William Shaw), 1839-","Internet Archive identifier: cu31924028590366
https://archive.org/download/cu31924028590366/cu31924028590366.pdf",False,https://commons.wikimedia.org/wiki/File:The_Tabernacle;_its_history_and_structure_(IA_cu31924028590366).pdf,File:The Tabernacle; its history and structure (IA cu31924028590366).pdf
17,Achshaph,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/A_geographical_dictionary_of_the_Holy_Scriptures_-_including_also_notices_of_the_chief_places_and_people_mentioned_in_the_Apocrypha_%28IA_geographicaldict00arro_0%29.pdf/page1-1200px-thumbnail.pdf.jpg,Public domain,,"Arrowsmith, A","Internet Archive identifier: geographicaldict00arro_0
https://archive.org/download/geographicaldict00arro_0/geographicaldict00arro_0.pdf
IA contributor: University of Illinois Urbana-Champaign
IA digitizing sponsor: University of Illinois Urbana-Champaign Alternates",False,https://commons.wikimedia.org/wiki/File:A_geographical_dictionary_of_the_Holy_Scriptures_-_including_also_notices_of_the_chief_places_and_people_mentioned_in_the_Apocrypha_(IA_geographicaldict00arro_0).pdf,File:A geographical dictionary of the Holy Scriptures - including also notices of the chief places and people mentioned in the Apocrypha (IA geographicaldict00arro 0).pdf
170,Beersheba,ok,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/A_rainbow_in_Ramot_%28Beersheba%29_IMG_5266.jpg/1200px-A_rainbow_in_Ramot_%28Beersheba%29_IMG_5266.jpg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Bella Kapish,Own work,False,https://commons.wikimedia.org/wiki/File:A_rainbow_in_Ramot_(Beersheba)_IMG_5266.jpg,File:A rainbow in Ramot (Beersheba) IMG 5266.jpg
