ASV	1CH	4	20	And the sons of Shimon: Amnon, and Rinnah, Ben-hanan, and Tilon. And the sons of Ishi: Zoheth, and Ben-zoheth.
ASV	1CH	4	21	The sons of Shelah the son of Judah: Er the father of Lecah, and Laadah the father of Mareshah, and the families of the house of them that wrought fine linen, of the house of Ashbea;
ASV	1CH	4	22	and Jokim, and the men of Cozeba, and Joash, and Saraph, who had dominion in Moab, and Jashubi-lehem. And the records are ancient.
ASV	1CH	4	23	These were the potters, and the inhabitants of Netaim and Gederah: there they dwelt with the king for his work.
ASV	1CH	4	24	The sons of Simeon: Nemuel, and Jamin, Jarib, Zerah, Shaul;
ASV	1CH	4	25	Shallum his son, Mibsam his son, Mishma his son.
ASV	1CH	4	26	And the sons of Mishma: Hammuel his son, Zaccur his son, Shimei his son.
ASV	1CH	4	27	And Shimei had sixteen sons and six daughters; but his brethren had not many children, neither did all their family multiply like to the children of Judah.
ASV	1CH	4	28	And they dwelt at Beer-sheba, and Moladah, and Hazar-shual,
ASV	1CH	4	29	and at Bilhah, and at Ezem, and at Tolad,
ASV	1CH	4	30	and at Bethuel, and at Hormah, and at Ziklag,
ASV	1CH	4	31	and at Beth-marcaboth, and Hazar-susim, and at Beth-biri, and at Shaaraim. These were their cities unto the reign of David.
ASV	1CH	4	32	And their villages were Etam, and Ain, Rimmon, and Tochen, and Ashan, five cities;
ASV	1CH	4	33	and all their villages that were round about the same cities, unto Baal. These were their habitations, and they have their genealogy.
ASV	1CH	4	34	And Meshobab, and Jamlech, and Joshah the son of Amaziah,
ASV	1CH	4	35	and Joel, and Jehu the son of Joshibiah, the son of Seraiah, the son of Asiel,
ASV	1CH	4	36	and Elioenai, and Jaakobah, and Jeshohaiah, and Asaiah, and Adiel, and Jesimiel, and Benaiah,
ASV	1CH	4	37	and Ziza the son of Shiphi, the son of Allon, the son of Jedaiah, the son of Shimri, the son of Shemaiah—
ASV	1CH	4	38	these mentioned by name were princes in their families: and their fathers’ houses increased greatly.
ASV	1CH	4	39	And they went to the entrance of Gedor, even unto the east side of the valley, to seek pasture for their flocks.
ASV	1CH	4	40	And they found fat pasture and good, and the land was wide, and quiet, and peaceable; for they that dwelt there aforetime were of Ham.
ASV	1CH	4	41	And these written by name came in the days of Hezekiah king of Judah, and smote their tents, and the Meunim that were found there, and destroyed them utterly unto this day, and dwelt in their stead; because there was pasture there for their flocks.
ASV	1CH	4	42	And some of them, even of the sons of Simeon, five hundred men, went to mount Seir, having for their captains Pelatiah, and Neariah, and Rephaiah, and Uzziel, the sons of Ishi.
ASV	1CH	4	43	And they smote the remnant of the Amalekites that escaped, and have dwelt there unto this day.
ASV	1CH	5	1	And the sons of Reuben the first-born of Israel (for he was the first-born; but, forasmuch as he defiled his father’s couch, his birthright was given unto the sons of Joseph the son of Israel; and the genealogy is not to be reckoned after the birthright.
ASV	1CH	5	2	For Judah prevailed above his brethren, and of him came the prince; but the birthright was Joseph’s),
ASV	1CH	5	3	the sons of Reuben the first-born of Israel: Hanoch, and Pallu, Hezron, and Carmi.
ASV	1CH	5	4	The sons of Joel: Shemaiah his son, Gog his son, Shimei his son,
ASV	1CH	5	5	Micah his son, Reaiah his son, Baal his son,
ASV	1CH	5	6	Beerah his son, whom Tilgath-pilneser king of Assyria carried away captive: he was prince of the Reubenites.
ASV	1CH	5	7	And his brethren by their families, when the genealogy of their generations was reckoned: the chief, Jeiel, and Zechariah,
ASV	1CH	5	8	and Bela the son of Azaz, the son of Shema, the son of Joel, who dwelt in Aroer, even unto Nebo and Baal-meon:
ASV	1CH	5	9	and eastward he dwelt even unto the entrance of the wilderness from the river Euphrates, because their cattle were multiplied in the land of Gilead.
ASV	1CH	5	10	And in the days of Saul, they made war with the Hagrites, who fell by their hand; and they dwelt in their tents throughout all the land east of Gilead.
