"WordID","StrongsID"
"23105","H3068"
"23107","H559"
"23110","H7725"
"23113","H776"
"23117","H4138"
"23122","H3190"
"23131","H6994"
"23135","H2617"
"23140","H571"
"23144","H6213"
"23147","H5650"
"23151","H4731"
"23154","H5674"
"23156","H3383"
"23162","H8147"
"23163","H4264"
"23165","H5337"
"23171","H3027"
"23174","H251"
"23177","H3027"
"23179","H6215"
"23182","H3373"
"23187","H935"
"23190","H5221"
"23193","H517"
"23194","H5921"
"23196","H1121"
"23199","H559"
"23202","H3190"
"23205","H3190"
"23207","H7760"
"23209","H2233"
"23212","H2344"
"23215","H3220"
"23219","H5608"
"23221","H7230"
"23224","H3885"
"23228","H3915"
"23230","H3947"
"23234","H935"
"23237","H3027"
"23239","H4503"
"23241","H6215"
"23243","H251"
"23245","H3967"
"23247","H5795"
"23249","H6242"
"23251","H8495"
"23253","H3967"
"23254","H7353"
"23256","H6242"
"23257","H352"
"23258","H7970"
"23259","H3243"
"23260","H1581"
"23263","H1121"
"23264","H705"
"23265","H6510"
"23267","H6235"
"23268","H6499"
"23269","H6242"
"23271","H860"
"23273","H6235"
"23274","H5895"
"23277","H5414"
"23281","H3027"
"23284","H5650"
"23286","H5739"
"23290","H559"
"23293","H5650"
"23295","H5674"
"23297","H6440"
"23299","H7760"
"23301","H7305"
"23302","H996"
"23303","H5739"
"23304","H996"
"23305","H5739"
"23308","H6680"
"23310","H7223"
"23311","H559"
"23313","H6215"
"23315","H251"
"23317","H6298"
"23320","H7592"
"23321","H559"
"23327","H3212"
"23333","H6440"
"23338","H559"
"23342","H5650"
"23343","H3290"
"23347","H4503"
"23348","H7971"
"23351","H113"
"23352","H6215"
"23359","H310"
"23361","H1571"
"23363","H6680"
"23365","H8145"
"23368","H7992"
"23372","H1980"
"23372","H310"
"23374","H5739"
"23375","H559"
"23378","H1697"
"23381","H1696"
"23383","H6215"
"23386","H4672"
"23390","H559"
"23391","H1571"
"23394","H5650"
"23395","H3290"
"23398","H310"
"23401","H559"
"23404","H3722"
"23405","H6440"
"23408","H4503"
"23410","H1980"
"23412","H6440"
"23414","H310"
"23417","H7200"
"23419","H6440"
"23423","H5375"
"23425","H6440"
"23427","H5674"
"23429","H4503"
"23430","H5674"
"23432","H6440"
"23435","H3885"
"23437","H3915"
"23440","H4264"
"23444","H6965"
"23446","H3915"
"23448","H3947"
"23450","H8147"
"23451","H802"
"23454","H8147"
"23455","H8198"
"23458","H259"
"23458","H6240"
"23459","H3206"
"23462","H5674"
"23464","H4569"
"23465","H2999"
"23469","H3947"
"23473","H5674"
"23475","H5158"
"23478","H5674"
"23483","H3290"
"23485","H3498"
"23489","H79"
"23491","H376"
"23496","H5927"
"23499","H7837"
"23503","H7200"
"23506","H3201"
"23511","H5060"
"23516","H3409"
"23519","H3709"
"23521","H3290"
"23522","H3409"
"23526","H3363"
"23529","H79"
"23534","H559"
"23537","H7971"
"23540","H7837"
"23541","H5927"
"23544","H559"
"23550","H7971"
"23551","H518"
"23553","H1288"
"23557","H559"
"23563","H8034"
"23566","H559"
"23567","H3290"
"23570","H559"
"23572","H8034"
"23575","H559"
"23578","H3290"
"23580","H3478"
"23587","H8280"
"23589","H430"
"23592","H582"
"23595","H3201"
"23597","H3290"
"23598","H7592"
"23601","H559"
"23602","H5046"
"23608","H8034"
"23611","H559"
"23614","H2088"
"23618","H7592"
"23621","H8034"
"23624","H1288"
"23628","H3290"
"23629","H7121"
"23631","H8034"
"23634","H4725"
"23635","H6439"
"23639","H7200"
"23640","H430"
"23641","H6440"
"23643","H6440"
"23646","H5315"
"23648","H5337"
"23653","H5674"
"23654","H6439"
"23656","H8121"
"23657","H2224"
"23662","H6760"
"23665","H3409"
"23668","H1121"
"23670","H3478"
"23671","H398"
"23675","H1517"
"23677","H5384"
"23682","H3709"
"23685","H3409"
"23688","H3117"
"23691","H5060"
"23693","H3709"
"23695","H3290"
"23696","H3409"
"23699","H1517"
"23701","H5384"
"23703","H3290"
"23705","H5375"
"23707","H5869"
"23709","H7200"
"23712","H6215"
"23713","H935"
"23717","H702"
"23718","H3967"
"23719","H376"
"23722","H2673"
"23724","H3206"
"23726","H3812"
"23729","H7354"
"23733","H8147"
"23734","H8198"
"23737","H7760"
"23739","H8198"
"23742","H3206"
"23743","H7223"
"23745","H3812"
"23748","H3206"
"23749","H314"
"23751","H7354"
"23753","H3130"
"23754","H314"
"23758","H5674"
"23760","H6440"
"23763","H7812"
"23766","H776"
"23767","H7651"
"23768","H6471"
"23772","H5066"
"23775","H251"
"23777","H6215"
"23778","H7323"
"23781","H7125"
"23783","H2263"
"23786","H5307"
"23789","H6677"
"23792","H5401"
"23795","H1058"
"23799","H5375"
"23801","H5869"
"23803","H7200"
"23805","H802"
"23808","H3206"
"23810","H559"
"23813","H428"
"23818","H559"
"23820","H3206"
"23822","H430"
"23825","H2603"
"23827","H5650"
"23830","H8198"
"23832","H5066"
"23836","H3206"
"23840","H7812"
"23842","H3812"
"23846","H3206"
"23848","H5066"
"23851","H7812"
"23853","H310"
"23854","H5066"
"23855","H3130"
"23856","H5066"
"23858","H7354"
"23861","H7812"
"23865","H559"
"23872","H4264"
"23875","H6298"
"23878","H559"
"23882","H4672"
"23883","H2580"
"23886","H5869"
"23889","H113"
"23891","H6215"
"23892","H559"
"23894","H3426"
"23895","H7227"
"23897","H251"
"23905","H3290"
"23906","H559"
"23915","H4672"
"23916","H2580"
"23919","H5869"
"23921","H3947"
"23923","H4503"
"23926","H3027"
"23931","H7200"
"23933","H6440"
"23938","H7200"
"23940","H6440"
"23942","H430"
"23948","H7521"
"23949","H3947"
"23954","H1293"
"23957","H935"
"23961","H430"
"23966","H2603"
"23968","H3605"
"23970","H3426"
"23971","H3605"
"23974","H6484"
"23978","H3947"
"23982","H559"
"23987","H5265"
"23991","H3212"
"23995","H3212"
"24000","H559"
"24004","H113"
"24005","H3045"
"24008","H3206"
"24010","H7390"
"24013","H6629"
"24015","H1241"
"24017","H5763"
"24025","H1849"
"24027","H259"
"24028","H3117"
"24031","H6629"
"24033","H4191"
"24036","H113"
"24041","H5674"
"24042","H6440"
"24044","H5650"
"24049","H5095"
"24050","H328"
"24052","H7272"
"24054","H4399"
"24058","H6440"
"24061","H3206"
"24065","H7272"
"24068","H935"
"24071","H113"
"24073","H8165"
"24075","H6215"
"24076","H559"
"24080","H3322"
"24086","H5971"
"24093","H559"
"24094","H4100"
"24099","H4672"
"24100","H2580"
"24103","H5869"
"24106","H113"
"24108","H6215"
"24109","H7725"
"24111","H3117"
"24114","H1870"
"24116","H8165"
"24118","H3290"
"24119","H5265"
"24121","H5523"
"24123","H1129"
"24126","H1004"
"24128","H6213"
"24129","H5521"
"24132","H4735"
"24135","H8034"
"24138","H4725"
"24140","H7121"
"24141","H5523"
"24143","H3290"
"24144","H935"
"24146","H8004"
"24148","H5892"
"24150","H7927"
"24155","H776"
"24157","H3667"
"24160","H935"
"24162","H6307"
"24166","H2583"
"24167","H6440"
"24169","H5892"
"24172","H7069"
"24174","H2513"
"24177","H7704"
"24181","H5186"
"24183","H168"
"24186","H3027"
"24189","H1121"
"24191","H2544"
"24192","H7927"
"24193","H1"
"24196","H3967"
"24199","H7192"
"24202","H5324"
"24205","H4196"
"24208","H7121"
"24209","H415"
"24211","H1783"
"24213","H1323"
"24215","H3812"
"24218","H3205"
"24220","H3290"
"24222","H3318"
"24224","H7200"
"24226","H1323"
"24229","H776"
"24232","H7927"
"24234","H1121"
"24236","H2544"
"24238","H2340"
"24239","H5387"
"24242","H776"
"24243","H7200"
"24246","H3947"
"24249","H7901"
"24254","H6031"
"24257","H5315"
"24258","H1692"
"24260","H1783"
"24262","H1323"
"24264","H3290"
"24267","H157"
"24269","H5291"
"24271","H1696"
"24272","H3820"
"24275","H5291"
"24277","H7927"
"24278","H559"
"24281","H1"
"24282","H2544"
"24283","H559"
"24284","H3947"
"24287","H3207"
"24289","H802"
"24291","H3290"
"24292","H8085"
"24296","H2930"
"24297","H1783"
"24299","H1323"
"24302","H1121"
"24306","H4735"
"24309","H7704"
"24311","H3290"
"24314","H2790"
"24318","H935"
"24320","H2544"
"24322","H1"
"24324","H7927"
"24326","H3318"
"24328","H3290"
"24330","H1696"
"24331","H854"
"24335","H1121"
"24337","H3290"
"24338","H935"
"24342","H7704"
"24345","H8085"
"24349","H582"
"24351","H6087"
"24355","H3966"
"24356","H2734"
"24360","H6213"
"24361","H5039"
"24363","H3478"
"24365","H7901"
"24367","H3290"
"24368","H1323"
"24375","H6213"
"24377","H2544"
"24378","H1696"
"24381","H559"
"24383","H5315"
"24386","H1121"
"24387","H7927"
"24388","H2836"
"24391","H1323"
"24395","H5414"
"24399","H802"
"24403","H2859"
"24407","H5414"
"24409","H1323"
"24413","H3947"
"24415","H1323"
"24421","H3427"
"24426","H776"
"24428","H1961"
"24430","H6440"
"24431","H3427"
"24433","H5503"
"24439","H270"
"24442","H7927"
"24443","H559"
"24446","H1"
"24450","H251"
"24453","H4672"
"24454","H2580"
"24457","H5869"
"24462","H559"
"24467","H5414"
"24468","H7235"
"24472","H3966"
"24473","H4119"
"24475","H4976"
"24479","H5414"
"24484","H559"
"24488","H5414"
"24491","H5291"
"24493","H802"
"24496","H1121"
"24498","H3290"
"24499","H6030"
"24500","H7927"
"24502","H2544"
"24504","H1"
"24505","H4820"
"24507","H1696"
"24511","H2930"
"24512","H1783"
"24514","H269"
"24517","H559"
"24521","H3201"
"24521","H3808"
"24522","H6213"
"24524","H1697"
"24526","H5414"
"24528","H269"
"24530","H376"
"24533","H6190"
"24538","H2781"
"24543","H2063"
"24546","H225"
"24558","H2145"
"24562","H4135"
"24566","H5414"
"24568","H1323"
"24574","H3947"
"24576","H1323"
"24582","H3427"
"24589","H259"
"24590","H5971"
"24596","H8085"
"24601","H4135"
"24605","H3947"
"24607","H1323"
"24612","H1980"
"24615","H1697"
"24616","H3190"
"24616","H5869"
"24617","H2544"
"24619","H7927"
"24620","H2544"
"24621","H1121"
"24625","H5288"
"24626","H309"
"24629","H6213"
"24631","H1697"
"24635","H2654"
"24637","H3290"
"24638","H1323"
"24643","H3513"
"24647","H1004"
"24650","H1"
"24652","H2544"
"24654","H7927"
"24656","H1121"
"24657","H935"
"24660","H8179"
"24663","H5892"
"24665","H1696"
"24668","H582"
"24671","H5892"
"24672","H559"
"24674","H582"
"24676","H8003"
"24677","H854"
"24682","H3427"
"24685","H776"
"24687","H5503"
"24691","H776"
"24695","H7342"
"24696","H3027"
"24698","H6440"
"24701","H3947"
"24703","H1323"
"24707","H802"
"24711","H5414"
"24714","H1323"
"24716","H2063"
"24719","H582"
"24720","H225"
"24725","H3427"
"24730","H259"
"24731","H5971"
"24734","H2145"
"24738","H4135"
"24742","H4135"
"24746","H4735"
"24749","H7075"
"24752","H929"
"24760","H225"
"24766","H3427"
"24771","H2544"
"24774","H7927"
"24776","H1121"
"24777","H8085"
"24781","H3318"
"24784","H8179"
"24787","H5892"
"24790","H2145"
"24792","H4135"
"24796","H3318"
"24799","H8179"
"24802","H5892"
"24810","H7992"
"24811","H3117"
"24815","H3510"
"24817","H8147"
"24820","H1121"
"24822","H3290"
"24823","H8095"
"24825","H3878"
"24826","H1783"
"24827","H251"
"24828","H3947"
"24830","H376"
"24832","H2719"
"24834","H935"
"24837","H5892"
"24838","H983"
"24840","H2026"
"24843","H2145"
"24846","H2026"
"24847","H2544"
"24849","H7927"
"24851","H1121"
"24854","H6310"
"24857","H2719"
"24859","H3947"
"24860","H1783"
"24861","H3947"
"24863","H7927"
"24864","H1004"
"24867","H3318"
"24869","H1121"
"24871","H3290"
"24872","H935"
"24875","H2491"
"24877","H962"
"24879","H5892"
"24883","H2930"
"24885","H269"
"24887","H3947"
"24889","H6629"
"24892","H1241"
"24895","H2543"
"24902","H5892"
"24909","H7704"
"24913","H2428"
"24918","H2945"
"24921","H802"
"24924","H7617"
"24926","H962"
"24933","H1004"
"24935","H3290"
"24936","H559"
"24938","H8095"
"24940","H3878"
"24943","H5916"
"24949","H887"
"24952","H3427"
"24955","H776"
"24958","H3669"
"24961","H6522"
"24965","H4962"
"24967","H4557"
"24972","H622"
"24977","H5221"
"24982","H8045"
"24986","H1004"
"24989","H559"
"24992","H6213"
"24995","H269"
"24999","H2181"
"25001","H430"
"25002","H559"
"25004","H3290"
"25005","H6965"
"25007","H5927"
"25009","H1008"
"25011","H3427"
"25014","H6213"
"25017","H4196"
"25019","H410"
"25021","H7200"
"25026","H1272"
"25029","H6440"
"25031","H6215"
"25033","H251"
"25035","H3290"
"25036","H559"
"25039","H1004"
"25048","H5493"
"25050","H5236"
"25051","H430"
"25055","H8432"
"25058","H2891"
"25060","H2498"
"25062","H8071"
"25066","H6965"
"25069","H5927"
"25071","H1008"
"25075","H6213"
"25078","H4196"
"25080","H410"
"25082","H6030"
"25086","H3117"
"25089","H6869"
"25096","H1870"
"25099","H1980"
"25102","H5414"
"25104","H3290"
"25107","H5236"
"25108","H430"
"25113","H3027"
"25117","H5141"
"25122","H241"
"25124","H3290"
"25125","H2934"
"25129","H424"
"25133","H7927"
"25136","H5265"
"25139","H2847"
"25141","H430"
"25145","H5892"
"25149","H5439"
"25155","H7291"
"25156","H310"
"25158","H1121"
"25160","H3290"
"25162","H3290"
"25163","H935"
"25165","H3870"
"25170","H776"
"25172","H3667"
"25175","H1008"
"25180","H5971"
"25187","H1129"
"25190","H4196"
"25192","H7121"
"25194","H4725"
"25195","H416"
"25198","H430"
"25199","H1540"
"25204","H1272"
"25207","H6440"
"25210","H251"
"25212","H1683"
"25213","H7259"
"25214","H3243"
"25215","H4191"
"25219","H6912"
"25221","H1008"
"25224","H437"
"25227","H8034"
"25231","H7121"
"25232","H439"
"25234","H430"
"25235","H7200"
"25237","H3290"
"25241","H935"
"25244","H6307"
"25246","H1288"
"25249","H430"
"25250","H559"
"25254","H8034"
"25256","H3290"
"25258","H8034"
"25262","H7121"
"25265","H3290"
"25267","H3478"
"25271","H8034"
"25274","H7121"
"25276","H8034"
"25277","H3478"
"25279","H430"
"25280","H559"
"25285","H410"
"25286","H7706"
"25288","H6509"
"25290","H7235"
"25292","H1471"
"25295","H6951"
"25297","H1471"
"25303","H4428"
"25305","H3318"
"25309","H2504"
"25312","H776"
"25315","H5414"
"25316","H85"
"25318","H3327"
"25324","H5414"
"25328","H2233"
"25330","H310"
"25333","H5414"
"25335","H776"
"25337","H430"
"25339","H5927"
"25344","H4725"
"25347","H1696"
"25351","H3290"
"25353","H5324"
"25355","H4676"
"25358","H4725"
"25361","H1696"
"25366","H4678"
"25368","H68"
"25371","H5258"
"25374","H5262"
"25378","H3332"
"25379","H8081"
"25382","H3290"
"25383","H7121"
"25385","H8034"
"25388","H4725"
"25390","H430"
"25391","H1696"
"25394","H1008"
"25397","H5265"
"25399","H1008"
"25403","H5750"
"25405","H3530"
"25406","H776"
"25408","H935"
"25410","H672"
"25412","H7354"
"25413","H3205"
"25417","H7185"
"25418","H3205"
"25428","H7185"
"25429","H3205"
"25432","H3205"
"25433","H559"
"25436","H3372"
"25442","H1121"
"25451","H5315"
"25454","H3318"
"25457","H4191"
"25460","H7121"
"25462","H8034"
"25463","H1126"
"25466","H1"
"25467","H7121"
"25469","H1144"
"25471","H7354"
"25472","H4191"
"25475","H6912"
"25478","H1870"
"25480","H672"
"25483","H1035"
"25485","H3290"
"25486","H5324"
"25488","H4676"
"25491","H6900"
"25495","H4678"
"25497","H7354"
"25498","H6900"
"25501","H3117"
"25503","H3478"
"25504","H5265"
"25506","H5186"
"25508","H168"
"25509","H1973"
"25511","H4026"
"25513","H4029"
"25520","H3478"
"25521","H7931"
"25524","H776"
"25526","H7205"
"25527","H3212"
"25529","H7901"
"25531","H1090"
"25533","H1"
"25534","H6370"
"25536","H3478"
"25537","H8085"
"25541","H1121"
"25543","H3290"
"25545","H6240"
"25545","H8147"
"25547","H1121"
"25549","H3812"
"25550","H7205"
"25551","H3290"
"25552","H1060"
"25554","H8095"
"25556","H3878"
"25558","H3063"
"25560","H3485"
"25562","H2074"
"25564","H1121"
"25566","H7354"
"25567","H3130"
"25569","H1144"
"25572","H1121"
"25574","H1090"
"25575","H7354"
"25576","H8198"
"25577","H1835"
"25579","H5321"
"25582","H1121"
"25584","H2153"
"25585","H3812"
"25586","H8198"
"25587","H1410"
"25589","H836"
"25593","H1121"
"25595","H3290"
"25598","H3205"
"25602","H6307"
"25604","H3290"
"25605","H935"
"25607","H3327"
"25609","H1"
"25611","H4471"
"25616","H7153"
"25619","H2275"
"25621","H85"
"25623","H3327"
"25624","H1481"
"25627","H3117"
"25629","H3327"
"25632","H8141"
"25633","H3967"
"25634","H8084"
"25635","H8141"
"25637","H3327"
"25641","H1478"
"25643","H4191"
"25646","H622"
"25649","H5971"
"25651","H2205"
"25653","H7649"
"25655","H3117"
"25658","H1121"
"25659","H6215"
"25661","H3290"
"25662","H6912"
"25668","H8435"
"25670","H6215"
"25673","H123"
"25674","H6215"
"25675","H3947"
"25677","H802"
"25680","H1323"
"25682","H3667"
"25683","H5711"
"25685","H1323"
"25687","H356"
"25689","H2850"
"25691","H173"
"25693","H1323"
"25695","H6034"
"25697","H1323"
"25699","H6649"
"25701","H2340"
"25703","H1315"
"25704","H3458"
"25705","H1323"
"25706","H269"
"25708","H5032"
"25710","H5711"
"25711","H3205"
"25713","H6215"
"25714","H464"
"25716","H1315"
"25717","H3205"
"25718","H7467"
"25720","H173"
"25721","H3205"
"25722","H3274"
"25724","H3281"
"25726","H7141"
"25730","H1121"
"25732","H6215"
"25735","H3205"
"25740","H776"
"25742","H3667"
"25744","H6215"
"25745","H3947"
"25747","H802"
"25750","H1121"
"25753","H1323"
"25757","H5315"
"25760","H1004"
"25763","H4735"
"25767","H929"
"25771","H7075"
"25775","H7408"
"25778","H776"
"25780","H3667"
"25782","H3212"
"25785","H776"
"25788","H6440"
"25791","H251"
"25792","H3290"
"25795","H7399"
"25797","H7227"
"25802","H3427"
"25803","H3162"
"25806","H776"
"25810","H4033"
"25811","H3201"
"25813","H5375"
"25815","H6440"
"25818","H4735"
"25820","H3427"
"25821","H6215"
"25823","H2022"
"25824","H8165"
"25825","H6215"
"25827","H123"
"25832","H8435"
"25834","H6215"
"25836","H1"
"25839","H123"
"25841","H2022"
"25842","H8165"
"25846","H8034"
"25848","H6215"
"25849","H1121"
"25850","H464"
"25852","H1121"
"25854","H5711"
"25856","H802"
"25858","H6215"
"25859","H7467"
"25861","H1121"
"25863","H1315"
"25865","H802"
"25867","H6215"
"25870","H1121"
"25872","H464"
"25874","H8487"
"25875","H201"
"25876","H6825"
"25878","H1609"
"25880","H7073"
"25882","H8555"
"25884","H6370"
"25886","H464"
"25887","H6215"
"25888","H1121"
"25891","H3205"
"25893","H464"
"25894","H6002"
"25898","H1121"
"25900","H5711"
"25901","H6215"
"25902","H802"
"25907","H1121"
"25909","H7467"
"25910","H5184"
"25912","H2226"
"25913","H8048"
"25915","H4199"
"25919","H1121"
"25921","H1315"
"25922","H6215"
"25923","H802"
"25928","H1121"
"25930","H173"
"25932","H1323"
"25934","H6034"
"25936","H1323"
"25938","H6649"
"25939","H6215"
"25940","H802"
"25943","H3205"
"25945","H6215"
"25946","H3274"
"25948","H3281"
"25950","H7141"
"25953","H441"
"25956","H1121"
"25958","H6215"
"25960","H1121"
"25962","H464"
"25964","H1060"
"25967","H6215"
"25968","H441"
"25969","H8487"
"25970","H441"
"25971","H201"
"25972","H441"
"25973","H6825"
"25974","H441"
"25975","H7073"
"25976","H441"
"25977","H7141"
"25978","H441"
"25979","H1609"
"25981","H441"
"25982","H6002"
"25986","H441"
"25990","H464"
"25993","H776"
"25995","H123"
"25999","H1121"
"26001","H5711"
"26006","H1121"
"26008","H7467"
"26009","H6215"
"26010","H1121"
"26011","H441"
"26012","H5184"
"26013","H441"
"26014","H2226"
"26015","H441"
"26016","H8048"
"26017","H441"
"26018","H4199"
"26022","H441"
"26026","H7467"
"26029","H776"
"26031","H123"
"26035","H1121"
"26037","H1315"
"26038","H6215"
"26039","H802"
"26044","H1121"
"26046","H173"
"26047","H6215"
"26048","H802"
"26049","H441"
"26050","H3266"
"26051","H441"
"26052","H3281"
"26053","H441"
"26054","H7141"
"26058","H441"
"26062","H173"
"26064","H1323"
"26066","H6034"
"26067","H6215"
"26068","H802"
"26072","H1121"
"26074","H6215"
"26077","H123"
"26082","H441"
"26086","H1121"
"26088","H8165"
"26090","H2752"
"26092","H3427"
"26094","H776"
"26095","H3877"
"26097","H7732"
"26099","H6649"
"26101","H6034"
"26103","H1787"
"26105","H687"
"26107","H1789"
"26111","H441"
"26114","H2752"
"26116","H1121"
"26118","H8165"
"26121","H776"
"26123","H123"
"26126","H1121"
"26128","H3877"
"26130","H2753"
"26132","H1967"
"26134","H3877"
"26135","H269"
"26137","H8555"
"26140","H1121"
"26142","H7732"
"26145","H5935"
"26147","H4506"
"26149","H5858"
"26150","H8195"
"26152","H208"
"26157","H1121"
"26159","H6649"
"26161","H345"
"26163","H6034"
"26167","H6034"
"26169","H4672"
"26171","H3222"
"26174","H4057"
"26177","H7462"
"26179","H2543"
"26181","H6649"
"26183","H1"
"26186","H1121"
"26188","H6034"
"26191","H1787"
"26193","H173"
"26195","H1323"
"26197","H6034"
"26202","H1121"
"26204","H1787"
"26205","H2533"
"26207","H790"
"26209","H3506"
"26211","H3763"
"26213","H1121"
"26215","H687"
"26218","H1092"
"26220","H2190"
"26222","H6130"
"26224","H1121"
"26226","H1789"
"26229","H5780"
"26231","H765"
"26235","H441"
"26240","H2752"
"26241","H441"
"26242","H3877"
"26243","H441"
"26244","H7732"
"26245","H441"
"26246","H6649"
"26247","H441"
"26248","H6034"
"26249","H441"
"26250","H1787"
"26251","H441"
"26252","H687"
"26253","H441"
"26254","H1789"
"26258","H441"
"26262","H2753"
"26265","H441"
"26268","H776"
"26270","H8165"
"26275","H4428"
"26277","H4427"
"26280","H776"
"26282","H123"
"26283","H6440"
"26285","H4427"
"26287","H4428"
"26290","H1121"
"26292","H3478"
"26294","H1106"
"26296","H1121"
"26298","H1160"
"26299","H4427"
"26301","H123"
"26304","H8034"
"26307","H5892"
"26309","H1838"
"26311","H1106"
"26312","H4191"
"26314","H3103"
"26316","H1121"
"26318","H2226"
"26320","H1224"
"26321","H4427"
"26326","H3103"
"26327","H4191"
"26329","H2367"
"26332","H776"
"26334","H8489"
"26335","H4427"
"26340","H2367"
"26341","H4191"
"26343","H1908"
"26345","H1121"
"26347","H911"
"26349","H5221"
"26350","H4080"
"26353","H7704"
"26355","H4124"
"26356","H4427"
"26362","H8034"
"26365","H5892"
"26367","H5762"
"26369","H1908"
"26370","H4191"
"26372","H8072"
"26374","H4957"
"26375","H4427"
"26380","H8072"
"26381","H4191"
"26383","H7586"
"26385","H7344"
"26388","H5104"
"26389","H4427"
"26394","H7586"
"26395","H4191"
"26397","H1177"
"26399","H1121"
"26401","H5907"
"26402","H4427"
"26407","H1177"
"26409","H1121"
"26411","H5907"
"26412","H4191"
"26414","H1924"
"26415","H4427"
"26421","H8034"
"26424","H5892"
"26426","H6464"
"26429","H802"
"26430","H8034"
"26432","H4105"
"26434","H1323"
"26436","H4308"
"26438","H1323"
"26440","H4314"
"26445","H8034"
"26448","H441"
"26452","H6215"
"26456","H4940"
"26459","H4725"
"26462","H8034"
"26463","H441"
"26464","H8555"
"26465","H441"
"26466","H5933"
"26467","H441"
"26468","H3509"
"26469","H441"
"26470","H173"
"26471","H441"
"26472","H425"
"26473","H441"
"26474","H6373"
"26475","H441"
"26476","H7073"
"26477","H441"
"26478","H8487"
"26479","H441"
"26480","H4014"
"26481","H441"
"26482","H4025"
"26483","H441"
"26484","H5902"
"26488","H441"
"26490","H123"
"26494","H4186"
"26497","H776"
"26500","H272"
"26503","H6215"
"26505","H1"
"26508","H123"
"26510","H3290"
"26511","H3427"
"26514","H776"
"26517","H1"
"26520","H4033"
"26523","H776"
"26525","H3667"
"26529","H8435"
"26531","H3290"
"26532","H3130"
"26534","H6240"
"26534","H7651"
"26535","H8141"
"26536","H1121"
"26538","H7462"
"26540","H6629"
"26543","H251"
"26546","H5288"
"26550","H1121"
"26552","H1090"
"26556","H1121"
"26558","H2153"
"26560","H1"
"26561","H802"
"26563","H3130"
"26564","H935"
"26567","H1"
"26569","H7451"
"26570","H1681"
"26572","H3478"
"26573","H157"
"26574","H3130"
"26579","H1121"
"26584","H1121"
"26588","H2208"
"26591","H6213"
"26594","H3801"
"26597","H6446"
"26601","H251"
"26602","H7200"
"26605","H1"
"26606","H157"
"26612","H251"
"26614","H8130"
"26617","H3201"
"26619","H1696"
"26620","H7965"
"26624","H3130"
"26625","H2492"
"26627","H2472"
"26630","H5046"
"26633","H251"
"26636","H8130"
"26640","H3254"
"26643","H559"
"26646","H8085"
"26651","H2472"
"26655","H2492"
"26660","H481"
"26660","H8432"
"26661","H485"
"26664","H7704"
"26668","H485"
"26669","H6965"
"26673","H5324"
"26677","H485"
"26680","H5437"
"26683","H7812"
"26686","H485"
"26689","H251"
"26690","H559"
"26695","H4427"
"26696","H4427"
"26702","H4910"
"26704","H4910"
"26709","H8130"
"26713","H3254"
"26716","H2472"
"26720","H1697"
"26723","H2492"
"26725","H312"
"26726","H2472"
"26728","H5608"
"26731","H251"
"26733","H559"
"26737","H2492"
"26739","H2472"
"26744","H8121"
"26747","H3394"
"26750","H259"
"26750","H6240"
"26751","H3556"
"26753","H7812"
"26758","H5608"
"26762","H1"
"26766","H251"
"26769","H1"
"26770","H1605"
"26773","H559"
"26779","H2472"
"26783","H2492"
"26788","H517"
"26791","H251"
"26792","H935"
"26793","H935"
"26796","H7812"
"26802","H776"
"26805","H251"
"26806","H7065"
"26810","H1"
"26811","H8104"
"26813","H1697"
"26816","H251"
"26817","H3212"
"26819","H7462"
"26821","H1"
"26822","H6629"
"26824","H7927"
"26826","H3478"
"26827","H559"
"26829","H3130"
"26833","H251"
"26834","H7462"
"26838","H7927"
"26839","H3212"
"26844","H7971"
"26849","H559"
"26857","H559"
"26860","H3212"
"26864","H7200"
"26868","H7965"
"26871","H251"
"26873","H7965"
"26876","H6629"
"26878","H7725"
"26880","H1697"
"26881","H7725"
"26884","H7971"
"26889","H6010"
"26891","H2275"
"26894","H935"
"26896","H7927"
"26900","H376"
"26902","H4672"
"26907","H8582"
"26910","H7704"
"26913","H376"
"26915","H7592"
"26916","H559"
"26918","H1245"
"26922","H559"
"26924","H1245"
"26926","H251"
"26927","H5046"
"26932","H375"
"26934","H7462"
"26939","H376"
"26940","H559"
"26943","H5265"
"26944","H2088"
"26947","H8085"
"26949","H559"
"26952","H3212"
"26954","H1886"
"26956","H3130"
"26957","H3212"
"26958","H310"
"26960","H251"
"26962","H4672"
"26965","H1886"
"26969","H7200"
"26972","H7350"
"26977","H7126"
"26981","H5230"
"26985","H4191"
"26989","H559"
"26990","H376"
"26992","H251"
"26994","H1976"
"26995","H1167"
"26995","H2472"
"26996","H935"
"26997","H3212"
"27003","H2026"
"27006","H7993"
"27009","H259"
"27010","H953"
"27014","H559"
"27016","H7451"
"27017","H2416"
"27019","H398"
"27024","H7200"
"27030","H2472"
"27032","H7205"
"27033","H8085"
"27037","H5337"
"27042","H3027"
"27044","H559"
"27048","H5221"
"27048","H5315"
"27051","H7205"
"27052","H559"
"27055","H8210"
"27057","H1818"
"27059","H7993"
"27063","H953"
"27068","H4057"
"27070","H7971"
"27072","H3027"
"27078","H5337"
"27083","H3027"
"27085","H7725"
"27089","H1"
"27090","H7725"
"27097","H3130"
"27099","H935"
"27102","H251"
"27105","H6584"
"27105","H853"
"27106","H3130"
"27108","H854"
"27110","H3801"
"27112","H3801"
"27115","H6446"
"27122","H3947"
"27125","H7993"
"27129","H953"
"27132","H953"
"27134","H7386"
"27138","H4325"
